1,0
2,1
3,0
4,1
5,0
6,1
7,1
8,0
9,0
10,0
11,1
12,0
13,0
14,0
15,1
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,0
61,0
62,1
63,1
64,0
65,0
66,0
67,0
68,1
69,0
70,0
71,0
72,0
73,0
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,0
82,0
83,1
84,0
85,1
86,1
87,0
88,0
89,0
90,1
91,0
92,1
93,1
94,0
95,0
96,1
97,1
98,1
99,0
100,0
101,0
102,0
103,0
104,1
105,1
106,0
107,0
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,1
116,0
117,0
118,0
119,1
120,0
121,0
122,0
123,0
124,1
125,0
126,1
127,0
128,1
129,1
130,1
131,0
132,0
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,0
143,1
144,1
145,1
146,1
147,0
148,1
149,1
150,1
151,1
152,1
153,0
154,0
155,0
156,0
157,1
158,1
159,0
160,0
161,1
162,1
163,1
164,0
165,1
166,1
167,0
168,1
169,1
170,0
171,1
172,0
173,1
174,1
175,1
176,1
177,1
178,0
179,1
180,1
181,0
182,0
183,1
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,1
196,0
197,0
198,0
199,1
200,1
201,0
202,1
203,1
204,1
205,1
206,0
207,0
208,1
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,1
217,0
218,1
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,0
229,0
230,1
231,1
232,0
233,0
234,1
235,1
236,1
237,0
238,0
239,0
240,0
241,1
242,0
243,1
244,0
245,1
246,1
247,0
248,1
249,1
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,0
258,0
259,0
260,0
261,0
262,1
263,0
264,1
265,0
266,1
267,0
268,0
269,0
270,0
271,1
272,1
273,1
274,1
275,1
276,0
277,0
278,1
279,0
280,0
281,0
282,0
283,0
284,1
285,0
286,0
287,0
288,1
289,0
290,0
291,0
292,0
293,1
294,0
295,1
296,0
297,1
298,0
299,0
300,0
301,1
302,1
303,0
304,1
305,0
306,0
307,1
308,0
309,1
310,0
311,0
312,0
313,1
314,0
315,0
316,1
317,1
318,1
319,0
320,0
321,0
322,0
323,1
324,0
325,1
326,0
327,1
328,0
329,0
330,0
331,1
332,1
333,0
334,0
335,0
336,1
337,1
338,1
339,1
340,0
341,0
342,0
343,1
344,1
345,1
346,1
347,0
348,1
349,0
350,0
351,0
352,0
353,0
354,1
355,1
356,0
357,1
358,0
359,0
360,0
361,0
362,1
363,1
364,1
365,0
366,1
367,0
368,0
369,1
370,0
371,0
372,1
373,1
374,0
375,0
376,0
377,0
378,0
379,1
380,0
381,0
382,1
383,1
384,0
385,1
386,1
387,0
388,1
389,0
390,0
391,1
392,0
393,0
394,0
395,1
396,0
397,0
398,0
399,0
400,1
401,0
402,1
403,1
404,1
405,1
406,1
407,0
408,0
409,0
410,1
411,1
412,0
413,0
414,0
415,1
416,1
417,1
418,0
419,0
420,0
421,1
